amps,cell,durs,expt,files,laser,laser_dur,laser_start,rep,spikes
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,369.433333333332
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,370.399999999999
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,370.733333333332
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,371.233333333333
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,372.566666666666
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,372.899999999999
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,373.233333333332
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,374.733333333332
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,375.066666666665
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,375.566666666666
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,375.933333333332
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,376.899999999999
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,377.233333333332
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,377.733333333333
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,378.266666666666
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,379.066666666666
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,379.4
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,379.899999999999
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,380.266666666666
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,381.233333333332
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,381.566666666666
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,381.899999999999
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,382.266666666665
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,382.733333333332
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,383.566666666666
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,383.899999999999
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,384.233333333333
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,385.733333333333
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,386.066666666665
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,386.399999999999
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,386.766666666666
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,387.233333333333
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,388.066666666666
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,388.399999999999
